population,,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,Children U5,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA,WRA
measure,,Mean hemoglobin (g/L),Mean hemoglobin (g/L),Mean hemoglobin (g/L),Number with anemia,Number with anemia,Number with anemia,Prevalence of anemia,Prevalence of anemia,Prevalence of anemia,Prevalence of iron deficiency anemia,Prevalence of iron deficiency anemia,Prevalence of iron deficiency anemia,Number with iron deficiency anemia,Number with iron deficiency anemia,Number with iron deficiency anemia,DALYs due to anemia,DALYs due to anemia,DALYs due to anemia,DALYs attributable to iron deficiency,DALYs attributable to iron deficiency,DALYs attributable to iron deficiency,DALYs attributable to iron deficiency per person-year,DALYs attributable to iron deficiency per person-year,DALYs attributable to iron deficiency per person-year,Mean hemoglobin (g/L),Mean hemoglobin (g/L),Mean hemoglobin (g/L),Number with anemia,Number with anemia,Number with anemia,Prevalence of anemia,Prevalence of anemia,Prevalence of anemia,Prevalence of iron deficiency anemia,Prevalence of iron deficiency anemia,Prevalence of iron deficiency anemia,Number with iron deficiency anemia,Number with iron deficiency anemia,Number with iron deficiency anemia,DALYs due to anemia,DALYs due to anemia,DALYs due to anemia,DALYs due to iron deficiency anemia,DALYs due to iron deficiency anemia,DALYs due to iron deficiency anemia,Maternal disorder burden attributable to iron deficiency (count),Maternal disorder burden attributable to iron deficiency (count),Maternal disorder burden attributable to iron deficiency (count),DALYs attributable to iron deficiency,DALYs attributable to iron deficiency,DALYs attributable to iron deficiency,DALYs attributable to iron deficiency per person-year,DALYs attributable to iron deficiency per person-year,DALYs attributable to iron deficiency per person-year
estimate,,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper,mean,lower,upper
location_id,location_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Angola,107.6897168,105.37674270000001,109.981788,2815481.095,2455263.3819999998,3176940.675,0.546998038,0.47701412600000004,0.617223224,0.451481519,0.38739280299999995,0.518285522,2815481.095,2455263.3819999998,3176940.675,85179.46484,51961.8864,130581.3822,65575.59769,39224.83481,101718.6018,0.012740176,0.00762069,0.01976212,123.2997163,121.1244719,125.4443905,2988579.119,2528641.022,3479227.153,0.313495832,0.265702194,0.364626306,0.179469585,0.14914259900000001,0.21259487300000002,2988579.119,2528641.022,3479227.153,84417.42881,50978.73078,128082.0075,54320.65756,33929.8147,80344.39769,24669.99765,8475.763660999999,43488.29748,78990.65521,49816.35179,113520.5216,0.008278296,0.005220801,0.011897058
161,Bangladesh,110.30737279999998,107.45794,113.00353600000001,6515178.776000001,5284863.504,7865340.13,0.473972109,0.384468023,0.572194867,0.42506581,0.341106953,0.516297841,6515178.776000001,5284863.504,7865340.13,161444.1628,91183.58386,261486.3049,141131.2683,80232.90776,227198.6148,0.010267145,0.005836856,0.01652845,124.1948771,122.3234842,126.19874180000001,18050224.56,15381415.45,20669926.92,0.32132912199999997,0.274773018,0.367613951,0.255635897,0.213747852,0.29925554,18050224.56,15381415.45,20669926.92,464626.8455,283743.3623,724956.1241,384534.8906,242435.496,583432.2766,70613.2035,24043.51153,124820.3336,455148.0941,302307.2272,662410.3467,0.008094793000000001,0.005376524000000001,0.011780946
201,Burkina Faso,93.53666528,91.76821564,95.46809895,3461606.061,3300253.76,3596616.659,0.8557830890000001,0.815893347,0.889160597,0.670928883,0.606677929,0.751786815,3461606.061,3300253.76,3596616.659,164377.9097,110984.3152,237244.9845,120326.6004,79799.50206,176129.9658,0.02974731,0.019728144,0.043543095999999996,118.71595239999999,116.8925041,120.6577726,3090318.3430000003,2752405.128,3440131.8030000003,0.43132591,0.38418237299999997,0.47966584799999995,0.230597236,0.172438535,0.299681742,3090318.3430000003,2752405.128,3440131.8030000003,106708.8792,69252.14252000001,159879.6068,59063.35064,33803.897469999996,93490.47022,30578.694939999998,10749.52369,54058.491989999995,89642.04557,55996.16132000001,133214.6816,0.012499006000000002,0.0078076790000000005,0.018574443
205,Côte d'Ivoire,100.45209679999999,98.39235942,102.482946,3000289.435,2767446.15,3233233.5310000004,0.747829148,0.689792415,0.805891008,0.576315648,0.5141792820000001,0.62738996,3000289.435,2767446.15,3233233.5310000004,110517.2051,73334.37475,164565.4435,74680.44881,47796.68964,112824.0561,0.018614276000000003,0.011913436999999999,0.028121659,119.19947920000001,117.59778090000002,120.8046993,3473978.0560000003,3143133.3430000003,3792000.942,0.425708165,0.38493456,0.464177454,0.222286221,0.18287400899999998,0.258975093,3473978.0560000003,3143133.3430000003,3792000.942,116358.6936,74652.37988,171371.3785,62923.10755,39889.89262,92607.78108,33637.198789999995,11785.25657,60904.02725,96560.30634,62243.99601,136533.08,0.011819912,0.007619265,0.016712965
202,Cameroon,107.392252,105.1868858,109.69786780000001,2328648.778,2051380.92,2589599.321,0.553503282,0.48759868100000003,0.615529374,0.432586896,0.369123336,0.500284431,2328648.778,2051380.92,2589599.321,73496.39821,45906.964510000005,111200.56599999999,52508.43941,32807.17401,80169.42294,0.012480883,0.007798032,0.019055703,124.09905829999998,122.4211578,125.8669133,3003953.325,2631315.3419999997,3370276.332,0.314525072,0.275276099,0.352555155,0.17665195,0.144316788,0.21104645,3003953.325,2631315.3419999997,3370276.332,90825.7051,56633.32019,135619.7865,57005.26109,35734.402219999996,83139.1874,35889.20453,12190.156990000001,66246.15716,92894.46562,58090.24751,133170.6549,0.00971743,0.006076658,0.013930608999999998
6,China,128.5930217,127.7400487,129.40929309999999,7720005.531,6242167.61,9317921.404,0.094734619,0.076599605,0.114343148,0.07470230900000001,0.059343195,0.09168367699999999,7720005.531,6242167.61,9317921.404,157419.8134,88249.5988,254267.8904,125988.8282,70795.75217,199494.187,0.0015460489999999999,0.000868757,0.002448056,136.3348858,135.929697,136.74754230000002,46928914.72,41046607.28,52598127.62,0.105413151,0.09214941199999999,0.1180992,0.07298796099999999,0.061770860999999996,0.08412053,46928914.72,41046607.28,52598127.62,993982.6486,601384.7733,1515893.256,890421.7016,585212.981,1265556.578,17558.76106,5961.172412,31155.2065,907980.4626,602398.9103,1288012.6840000001,0.0020372289999999998,0.0013515979999999999,0.002889905
171,Democratic Republic of the Congo,105.3666388,103.21926640000001,107.48587179999998,8194765.324,7430553.591,8970488.027999999,0.601253625,0.545183065,0.658168749,0.464278652,0.408177785,0.521840182,8194765.324,7430553.591,8970488.027999999,280382.4156,175950.4768,406346.8926,192569.2139,122520.4506,283675.8379,0.01412889,0.008989381,0.020813424,120.6577601,118.7663487,122.4054047,10684905.95,9544333.652,11953659.4,0.388478654,0.34699355,0.434212786,0.21460784,0.178088288,0.24979703399999997,10684905.95,9544333.652,11953659.4,349853.9943,219894.8653,525462.6098,202057.6416,128156.9995,298050.2062,136168.1179,49175.59634,231623.3025,338225.7595,221074.9129,474799.1152,0.012285941000000002,0.008030474000000001,0.017246923
